"index"	"food_item"	"count"	"date"
615	"tomato"	2	2015-08-28 19:24:01
616	"onion"	3	2015-06-20 12:58:33
617	"onion"	6	2015-08-17 21:53:50
618	"onion"	6	2015-07-18 17:27:46
619	"tomato"	1	2015-06-14 08:00:06
620	"onion"	5	2015-06-30 14:52:44
621	"onion"	3	2015-09-01 12:58:20
622	"onion"	7	2015-07-05 16:05:33
623	"tomato"	1	2015-10-30 15:28:24
624	"onion"	6	2015-07-23 21:31:31
625	"onion"	7	2015-09-01 16:44:40
626	"onion"	7	2015-11-07 16:33:50
627	"onion"	4	2015-06-18 21:04:24
628	"onion"	3	2015-07-19 13:45:29
629	"onion"	4	2015-07-13 14:56:16
630	"tomato"	3	2015-10-17 15:34:10
631	"tomato"	1	2015-09-24 16:50:41
632	"tomato"	2	2015-07-18 10:07:42
633	"tomato"	2	2015-08-12 15:02:45
634	"onion"	5	2015-07-05 18:10:26
635	"pineapple"	3	2015-09-09 08:57:06
636	"pineapple"	2	2015-07-11 07:09:42
637	"tomato"	2	2015-09-26 19:51:45
638	"tomato"	3	2015-08-29 17:36:22
639	"pineapple"	1	2015-07-29 09:59:54
640	"pineapple"	1	2015-08-01 10:02:20
641	"pineapple"	2	2015-07-16 08:04:25
642	"tomato"	2	2015-08-22 14:03:49
643	"onion"	3	2015-07-22 17:56:15
644	"tomato"	2	2015-10-21 15:11:55
645	"onion"	5	2015-07-25 13:19:47
646	"onion"	7	2015-07-09 15:33:25
647	"tomato"	4	2015-10-06 19:46:38
648	"onion"	5	2015-06-24 19:18:20
649	"onion"	6	2015-08-02 14:51:55
650	"onion"	3	2015-08-30 15:09:37
651	"pineapple"	1	2015-08-17 09:56:19
652	"onion"	2	2015-08-03 21:09:37
653	"onion"	8	2015-10-20 15:12:20
654	"onion"	6	2015-09-30 15:34:40
655	"pineapple"	4	2015-10-06 06:33:13
656	"onion"	3	2015-09-07 16:23:58
657	"tomato"	3	2015-07-13 09:58:55
658	"onion"	5	2015-09-12 20:24:02
659	"tomato"	2	2015-08-06 21:48:34
660	"onion"	5	2015-09-07 18:07:18
661	"tomato"	2	2015-10-01 10:05:10
662	"pineapple"	2	2015-06-26 07:35:12
663	"onion"	7	2015-09-05 19:24:21
664	"tomato"	3	2015-08-05 19:04:29
665	"onion"	7	2015-09-23 15:32:21
666	"tomato"	3	2015-09-24 13:59:49
667	"onion"	4	2015-09-26 16:20:38
668	"tomato"	2	2015-08-01 16:01:40
669	"tomato"	2	2015-10-10 19:19:21
670	"tomato"	2	2015-07-21 19:02:38
671	"tomato"	2	2015-08-11 14:13:06
672	"onion"	6	2015-08-06 13:34:44
673	"onion"	5	2015-08-15 16:49:39
674	"tomato"	3	2015-07-08 14:03:00
675	"onion"	7	2015-09-18 18:27:00
676	"onion"	2	2015-11-07 20:22:21
677	"onion"	4	2015-09-15 19:34:18
678	"tomato"	2	2015-09-13 15:08:24
679	"onion"	2	2015-09-22 20:45:03
680	"tomato"	2	2015-10-02 19:58:04
681	"onion"	7	2015-09-13 13:45:20
682	"onion"	6	2015-07-20 14:47:44
683	"pineapple"	3	2015-08-13 09:22:49
684	"onion"	6	2015-10-11 16:55:04
685	"pineapple"	2	2015-10-03 09:50:50
686	"tomato"	3	2015-09-21 15:52:52
687	"pineapple"	2	2015-10-17 10:47:30
688	"onion"	6	2015-08-19 19:17:19
689	"tomato"	4	2015-07-26 12:55:10
690	"onion"	5	2015-08-19 19:04:34
691	"onion"	5	2015-07-22 18:16:41
692	"onion"	7	2015-07-07 18:06:36
693	"onion"	5	2015-07-15 15:41:44
694	"tomato"	3	2015-08-26 07:02:51
695	"onion"	7	2015-07-13 13:44:39
696	"pineapple"	2	2015-10-07 06:13:05
697	"onion"	5	2015-09-05 18:06:00
698	"onion"	3	2015-06-26 18:14:34
699	"onion"	7	2015-07-07 21:08:27
700	"pineapple"	2	2015-06-15 09:00:36
701	"pineapple"	3	2015-07-08 09:02:05
702	"tomato"	1	2015-08-01 10:25:17
703	"pineapple"	1	2015-06-15 08:02:04
704	"tomato"	1	2015-09-19 06:28:48
705	"tomato"	2	2015-06-20 13:58:06
706	"onion"	3	2015-10-25 17:34:58
707	"onion"	3	2015-06-30 20:13:37
708	"pineapple"	1	2015-07-18 06:10:58
709	"onion"	3	2015-10-26 15:25:55
710	"onion"	3	2015-09-09 13:44:19
711	"onion"	5	2015-09-05 15:30:41
712	"onion"	7	2015-08-20 15:58:19
713	"tomato"	2	2015-09-06 10:19:12
714	"onion"	6	2015-07-12 18:03:29
715	"tomato"	2	2015-10-04 14:51:06
716	"onion"	3	2015-09-25 14:51:50
717	"onion"	10	2015-09-28 16:02:11
718	"onion"	6	2015-08-23 15:44:14
719	"onion"	5	2015-10-18 19:42:58
720	"tomato"	2	2015-10-01 09:02:14
721	"pineapple"	3	2015-06-21 10:59:27
722	"pineapple"	1	2015-07-20 09:53:15
723	"tomato"	4	2015-07-27 12:08:05
724	"onion"	4	2015-08-29 13:14:19
725	"tomato"	2	2015-07-28 19:39:44
726	"tomato"	1	2015-09-09 21:42:52
727	"onion"	5	2015-08-08 15:43:39
728	"onion"	4	2015-07-21 12:58:36
729	"pineapple"	2	2015-07-15 08:20:28
730	"onion"	4	2015-11-02 16:14:41
731	"onion"	5	2015-08-31 18:06:40
732	"pineapple"	1	2015-09-13 06:22:18
733	"onion"	3	2015-09-26 12:18:07
734	"tomato"	2	2015-06-19 18:37:05
735	"onion"	7	2015-08-27 15:02:55
736	"onion"	3	2015-09-20 17:37:15
737	"onion"	6	2015-10-21 16:04:53
738	"onion"	4	2015-11-01 18:01:22
739	"onion"	5	2015-11-01 18:26:57
740	"tomato"	2	2015-10-04 17:36:36
741	"onion"	6	2015-08-11 19:08:12
742	"onion"	7	2015-07-12 16:44:40
743	"pineapple"	1	2015-08-29 08:38:30
744	"onion"	4	2015-09-10 20:08:48
745	"onion"	6	2015-09-28 16:13:07
746	"onion"	3	2015-08-15 15:30:11
747	"tomato"	2	2015-10-23 21:02:28
748	"pineapple"	1	2015-06-21 09:44:15
749	"onion"	2	2015-07-20 18:41:56
750	"tomato"	1	2015-08-02 12:46:49
751	"onion"	5	2015-08-14 21:04:33
752	"pineapple"	1	2015-11-06 08:42:38
753	"pineapple"	2	2015-08-20 12:26:18
754	"onion"	3	2015-08-31 16:47:01
755	"onion"	6	2015-07-19 18:51:42
756	"onion"	4	2015-10-04 13:29:43
757	"onion"	6	2015-11-04 13:36:55
758	"onion"	3	2015-08-22 15:35:21
759	"onion"	5	2015-08-13 16:45:55
760	"tomato"	2	2015-07-20 17:06:26
761	"onion"	2	2015-10-21 21:50:08
762	"tomato"	1	2015-10-07 12:11:49
763	"pineapple"	2	2015-06-14 08:29:08
764	"onion"	6	2015-07-05 17:18:29
765	"pineapple"	2	2015-09-09 07:17:08
766	"onion"	7	2015-09-01 17:03:41
767	"onion"	10	2015-08-30 16:46:36
768	"onion"	8	2015-10-06 14:51:07
769	"onion"	3	2015-09-23 20:29:58
770	"tomato"	4	2015-06-25 14:09:28
771	"onion"	7	2015-11-07 16:53:47
772	"onion"	7	2015-06-27 18:59:45
773	"tomato"	3	2015-09-20 19:44:57
774	"onion"	8	2015-07-29 17:27:46
775	"tomato"	1	2015-07-11 12:32:05
776	"onion"	3	2015-06-20 15:03:38
777	"onion"	2	2015-10-20 16:35:44
778	"onion"	7	2015-08-27 16:38:46
779	"onion"	4	2015-09-30 21:01:10
780	"onion"	7	2015-06-17 21:14:14
781	"onion"	6	2015-11-05 21:35:43
782	"tomato"	3	2015-10-01 11:18:38
783	"onion"	7	2015-09-14 18:28:03
784	"onion"	5	2015-08-31 19:52:50
785	"tomato"	3	2015-10-04 19:12:27
786	"tomato"	2	2015-09-17 14:44:30
787	"pineapple"	1	2015-10-15 08:57:05
788	"onion"	6	2015-07-28 15:55:29
789	"onion"	2	2015-08-22 20:59:51
790	"tomato"	2	2015-11-07 18:28:06
791	"onion"	5	2015-09-26 16:17:24
792	"onion"	7	2015-10-17 21:17:31
793	"onion"	5	2015-07-06 15:04:06
794	"onion"	4	2015-08-09 11:00:40
795	"tomato"	4	2015-09-13 20:05:21
796	"onion"	3	2015-10-09 14:47:48
797	"onion"	6	2015-11-01 17:39:00
798	"tomato"	1	2015-08-30 14:41:19
799	"onion"	8	2015-06-24 18:31:04
800	"tomato"	3	2015-08-26 12:42:34
801	"tomato"	2	2015-09-26 16:04:47
802	"onion"	4	2015-10-13 18:44:19
803	"pineapple"	3	2015-10-29 08:57:25
804	"onion"	4	2015-07-05 15:48:21
805	"tomato"	1	2015-07-13 14:37:08
806	"tomato"	2	2015-06-21 07:24:54
807	"pineapple"	2	2015-08-13 06:23:27
808	"pineapple"	2	2015-09-15 08:07:28
809	"tomato"	3	2015-09-27 13:31:54
810	"tomato"	3	2015-11-06 14:50:20
811	"onion"	8	2015-07-25 17:22:07
812	"pineapple"	2	2015-07-04 10:34:47
813	"tomato"	4	2015-11-01 18:27:56
814	"onion"	6	2015-09-21 17:28:07
815	"onion"	7	2015-09-20 17:04:03
816	"onion"	4	2015-06-29 19:59:40
817	"tomato"	4	2015-07-01 12:47:02
818	"tomato"	2	2015-09-17 16:23:22
819	"onion"	5	2015-11-06 16:52:58
820	"onion"	6	2015-08-22 14:01:48
821	"pineapple"	2	2015-08-25 07:22:55
822	"tomato"	3	2015-11-03 12:38:17
823	"pineapple"	4	2015-07-20 08:10:04
824	"tomato"	2	2015-08-29 08:12:59
825	"tomato"	3	2015-06-16 17:49:29
826	"onion"	5	2015-08-12 21:04:15
827	"tomato"	3	2015-07-08 12:20:53
828	"pineapple"	5	2015-08-18 09:10:21
829	"tomato"	2	2015-08-16 13:45:02
830	"onion"	4	2015-08-12 18:20:58
831	"onion"	2	2015-08-06 12:01:31
832	"tomato"	1	2015-08-22 20:56:09
833	"tomato"	3	2015-10-12 12:53:12
834	"onion"	7	2015-10-08 16:22:20
835	"tomato"	3	2015-10-06 14:18:54
836	"onion"	4	2015-09-07 19:24:21
837	"tomato"	2	2015-07-01 14:35:54
838	"onion"	8	2015-08-11 16:12:35
839	"onion"	7	2015-07-31 18:57:00
840	"onion"	5	2015-08-26 17:33:42
841	"onion"	3	2015-07-31 18:09:39
842	"tomato"	1	2015-11-07 16:28:25
843	"onion"	7	2015-10-11 14:59:33
844	"tomato"	3	2015-11-05 12:00:25
845	"pineapple"	1	2015-06-22 08:04:30
846	"pineapple"	2	2015-08-19 08:33:14
847	"pineapple"	3	2015-11-01 09:01:04
848	"pineapple"	2	2015-07-05 06:11:36
849	"pineapple"	1	2015-06-17 10:55:58
850	"tomato"	2	2015-09-29 19:13:19
851	"onion"	10	2015-08-05 21:29:57
852	"pineapple"	2	2015-06-15 08:49:07
853	"tomato"	1	2015-10-11 14:32:57
854	"onion"	9	2015-08-16 13:30:48
855	"onion"	4	2015-07-15 16:15:06
856	"tomato"	2	2015-09-12 13:15:42
857	"onion"	5	2015-08-03 19:17:44
858	"tomato"	2	2015-10-11 17:43:01
859	"onion"	3	2015-08-03 13:36:04
860	"tomato"	3	2015-09-07 13:20:50
861	"tomato"	4	2015-07-13 12:43:47
862	"onion"	5	2015-07-31 14:41:47
863	"tomato"	2	2015-08-16 16:49:38
864	"tomato"	3	2015-09-15 11:47:33
865	"tomato"	1	2015-09-06 15:23:20
866	"onion"	6	2015-09-15 20:48:41
867	"pineapple"	1	2015-08-22 09:08:52
868	"tomato"	2	2015-08-21 11:54:09
869	"onion"	7	2015-10-01 17:24:30
870	"pineapple"	2	2015-07-25 08:08:21
871	"pineapple"	1	2015-09-23 06:34:59
872	"tomato"	1	2015-08-22 06:23:36
873	"pineapple"	2	2015-10-29 06:37:40
874	"tomato"	1	2015-09-02 14:57:12
875	"tomato"	3	2015-10-22 14:59:42
876	"onion"	5	2015-09-21 19:55:41
877	"onion"	3	2015-08-28 14:44:29
878	"tomato"	3	2015-07-08 14:47:09
879	"tomato"	2	2015-09-18 20:29:51
880	"onion"	3	2015-08-15 19:24:19
881	"onion"	8	2015-09-20 18:18:01
882	"onion"	2	2015-10-15 12:54:05
883	"onion"	7	2015-11-03 13:36:07
884	"onion"	6	2015-10-18 17:19:29
885	"tomato"	2	2015-06-18 12:40:56
886	"tomato"	2	2015-10-11 19:00:22
887	"tomato"	1	2015-06-28 14:53:01
888	"tomato"	1	2015-08-21 18:13:26
889	"pineapple"	2	2015-10-04 09:03:41
890	"onion"	6	2015-08-24 20:16:09
891	"tomato"	3	2015-08-16 21:04:17
892	"tomato"	2	2015-08-19 19:48:13
893	"tomato"	3	2015-07-05 13:20:48
894	"tomato"	5	2015-09-22 19:53:10
895	"tomato"	1	2015-09-14 20:57:56
896	"onion"	4	2015-07-12 20:55:21
897	"tomato"	2	2015-10-07 11:47:29
898	"onion"	7	2015-09-01 19:12:36
899	"onion"	5	2015-09-30 18:40:36
900	"pineapple"	2	2015-07-27 06:08:13
901	"onion"	3	2015-11-02 16:40:02
902	"tomato"	2	2015-08-04 17:34:15
903	"tomato"	3	2015-07-12 11:07:55
904	"onion"	9	2015-09-06 10:14:49
905	"onion"	4	2015-09-16 17:04:31
906	"tomato"	2	2015-10-09 18:42:01
907	"tomato"	4	2015-09-06 19:51:23
908	"onion"	3	2015-11-07 14:25:11
909	"tomato"	3	2015-09-17 14:15:49
910	"onion"	6	2015-11-07 15:32:48
911	"onion"	3	2015-10-27 16:20:31
912	"tomato"	3	2015-11-01 13:44:22
913	"tomato"	3	2015-06-22 19:42:25
914	"tomato"	3	2015-11-01 09:26:46
915	"pineapple"	1	2015-06-26 06:22:12
916	"onion"	4	2015-06-14 17:31:28
917	"tomato"	3	2015-07-10 16:40:04
918	"pineapple"	2	2015-07-19 06:12:02
919	"tomato"	2	2015-07-22 11:07:09
920	"tomato"	2	2015-10-19 14:05:38
921	"tomato"	2	2015-06-14 11:21:33
922	"onion"	3	2015-08-06 10:03:36
923	"pineapple"	2	2015-06-19 08:43:41
924	"onion"	4	2015-06-22 21:47:03
925	"tomato"	3	2015-11-03 08:07:13
926	"onion"	7	2015-09-13 13:36:50
927	"tomato"	3	2015-10-11 13:40:30
928	"pineapple"	1	2015-09-22 10:12:38
929	"tomato"	2	2015-08-15 18:22:49
930	"tomato"	1	2015-06-23 14:31:41
931	"onion"	4	2015-09-01 17:19:55
932	"onion"	4	2015-08-21 16:49:49
933	"onion"	5	2015-10-25 21:59:38
934	"onion"	6	2015-08-03 15:28:39
935	"onion"	7	2015-08-18 13:56:10
936	"tomato"	3	2015-10-21 21:13:45
937	"pineapple"	2	2015-10-14 08:12:04
938	"tomato"	1	2015-09-20 06:31:48
939	"onion"	3	2015-06-29 11:30:05
940	"tomato"	3	2015-09-12 11:54:15
941	"pineapple"	1	2015-10-29 09:03:59
942	"tomato"	2	2015-11-01 17:07:49
943	"pineapple"	3	2015-08-08 07:40:41
944	"onion"	5	2015-07-28 18:14:15
945	"onion"	10	2015-09-22 18:26:48
946	"tomato"	2	2015-08-28 15:13:45
947	"pineapple"	1	2015-09-15 07:38:10
948	"tomato"	4	2015-10-03 07:58:35
949	"onion"	3	2015-08-31 16:41:51
950	"onion"	5	2015-08-26 17:08:55
951	"pineapple"	1	2015-06-28 06:07:47
952	"tomato"	2	2015-10-26 19:59:51
953	"tomato"	2	2015-07-04 10:18:47
954	"pineapple"	2	2015-10-01 06:11:53
955	"tomato"	3	2015-07-08 10:05:40
956	"tomato"	2	2015-08-08 16:55:43
957	"onion"	7	2015-09-07 18:04:13
958	"tomato"	3	2015-07-29 18:04:13
959	"onion"	5	2015-06-26 15:06:38
960	"pineapple"	1	2015-07-12 10:02:15
961	"tomato"	2	2015-07-11 17:42:13
962	"onion"	6	2015-08-09 19:58:09
963	"onion"	5	2015-08-13 15:52:29
964	"pineapple"	3	2015-07-26 07:27:59
965	"onion"	6	2015-08-08 11:07:30
966	"onion"	3	2015-09-27 17:08:56
967	"pineapple"	1	2015-07-27 06:21:56
968	"onion"	7	2015-06-23 18:07:31
969	"tomato"	3	2015-10-11 16:45:52
970	"tomato"	1	2015-07-05 19:31:11
971	"tomato"	2	2015-07-28 12:24:27
972	"pineapple"	2	2015-07-20 11:57:10
973	"onion"	7	2015-10-10 20:54:15
974	"pineapple"	3	2015-08-12 10:21:38
975	"tomato"	3	2015-08-12 19:19:13
976	"onion"	5	2015-07-04 20:38:18
977	"tomato"	2	2015-08-10 11:17:15
978	"tomato"	1	2015-07-12 18:05:09
979	"onion"	2	2015-09-18 16:09:54
980	"onion"	6	2015-08-07 21:21:32
981	"pineapple"	2	2015-06-25 08:39:26
982	"onion"	4	2015-09-16 15:45:26
983	"tomato"	2	2015-07-12 14:22:49
984	"onion"	2	2015-06-23 15:50:22
985	"tomato"	1	2015-10-19 10:06:33
986	"tomato"	2	2015-06-28 21:03:41
987	"onion"	9	2015-06-27 16:28:44
988	"pineapple"	2	2015-09-13 08:29:49
989	"tomato"	1	2015-09-06 10:47:03
990	"tomato"	3	2015-07-18 11:31:00
991	"pineapple"	1	2015-08-29 08:25:21
992	"tomato"	1	2015-08-31 16:56:31
993	"onion"	4	2015-09-27 18:15:01
994	"tomato"	1	2015-07-27 09:48:49
995	"onion"	3	2015-10-24 17:59:42
996	"onion"	5	2015-10-29 18:02:32
997	"tomato"	2	2015-07-18 14:58:43
998	"onion"	3	2015-09-08 17:00:02
999	"onion"	7	2015-10-19 17:59:45
1000	"tomato"	3	2015-08-17 14:40:33
